timestamp,solar_power,da_price,rt_price,tclw,tciw,sp,r,tcc,u10,v10,t2m,ssrd,strd,tsr,tp,dssrd,dtsr,local_timestamp,local_date,local_hour
2012-04-01 05:00:00,0.111987179,17.13,18.49,0.051026557,0.189559937,94675.0,70.17298889,0.944668651,2.601145744,-1.904493332,292.7329102,11143097.0,6254380.0,13105558.0,0.003331184,1282577.0,1773879.0,2012-04-01 15:00:00,2012-04-01,15
2012-04-01 06:00:00,0.05724359,16.65,19.85,0.036995962,0.0990448,94676.9375,72.3740387,0.641353369,1.333368301,-1.728430748,292.0771484,11815767.0,7558415.0,14198503.0,0.003960133,672670.0,1092945.0,2012-04-01 16:00:00,2012-04-01,16
2012-04-01 07:00:00,0.088717949,16.28,18.32,0.080911219,0.121322632,94708.0625,81.79873657,0.753142357,1.457922935,-1.034620285,291.0693359,12274591.0,8798617.0,14925342.0,0.004969597,458824.0,726839.0,2012-04-01 17:00:00,2012-04-01,17
2012-04-01 08:00:00,0.030064103,16.03,17.6,0.03615883,0.139068604,94748.8125,87.85406494,0.788338363,2.374826431,-1.089039803,289.0734863,12351290.0,10041167.0,15112951.0,0.006476879,76699.0,187609.0,2012-04-01 18:00:00,2012-04-01,18
2012-04-01 09:00:00,0.000128205,16.36,17.81,0.036372229,0.072608948,94785.8125,88.79348755,0.502274573,1.985530853,-0.963009834,288.03125,12351290.0,11257316.0,15112951.0,0.006724834,0.0,0.0,2012-04-01 19:00:00,2012-04-01,19
2012-04-01 10:00:00,0.0,17.65,18.71,0.014352933,0.035797119,94817.75,90.45066833,0.501918316,1.999518394,-0.930319786,287.4057617,12351290.0,12460132.0,15112951.0,0.006744862,0.0,0.0,2012-04-01 20:00:00,2012-04-01,20
2012-04-01 11:00:00,0.0,18.88,18.69,0.00538747,0.004501343,94847.375,90.67617798,0.156774283,1.809739113,-0.098176956,286.3208008,12351290.0,13599879.0,15112567.0,0.00674963,0.0,-384.0,2012-04-01 21:00:00,2012-04-01,21
2012-04-01 12:00:00,0.0,19.68,23.59,0.000869751,0.0,94852.0625,92.9289093,0.014343262,1.35490799,-0.922255516,285.0354004,12351290.0,14724565.0,15112567.0,0.00674963,0.0,0.0,2012-04-01 22:00:00,2012-04-01,22
2012-04-01 13:00:00,0.0,21.31,21.02,0.0,0.0,94810.625,94.98951721,0.004364014,1.256863594,-1.156412125,284.7331543,12351290.0,15820126.0,15112567.0,0.00674963,0.0,0.0,2012-04-01 23:00:00,2012-04-01,23
2012-04-01 14:00:00,0.0,21.86,22.63,0.0,0.0,94758.125,94.81033325,0.0,0.921033859,-0.804039002,284.4626465,12351290.0,16911888.0,15112567.0,0.00674963,0.0,0.0,2012-04-02 00:00:00,2012-04-02,0
