timestamp,solar_power,da_price,rt_price,tclw,tciw,sp,r,tcc,u10,v10,t2m,ssrd,strd,tsr,tp,dssrd,dtsr,local_timestamp,local_date,local_hour
2012-04-01 05:00:00,0.1037,17.13,18.49,0.048493598,0.163772583,92508.0,65.74427795,0.944683909,2.697337151,-1.880079269,291.5844727,11054009.0,6014412.0,13079958.0,0.002533913,1434641.0,1901111.0,2012-04-01 15:00:00,2012-04-01,15
2012-04-01 06:00:00,0.054575,16.65,19.85,0.035927847,0.109870911,92516.6875,69.72169495,0.760051489,1.109003067,-2.157141685,290.9304199,11790807.0,7266127.0,14233063.0,0.002608776,736798.0,1153105.0,2012-04-01 16:00:00,2012-04-01,16
2012-04-01 07:00:00,0.12335,16.28,18.32,0.020776376,0.090019226,92539.0625,76.37783813,0.582350731,1.172278404,-1.815748215,289.8535156,12213663.0,8477945.0,14925342.0,0.002652645,422856.0,692279.0,2012-04-01 17:00:00,2012-04-01,17
2012-04-01 08:00:00,0.027875,16.03,17.6,0.012645036,0.04763031,92547.3125,84.24664307,0.596352279,1.018503189,-1.424977303,287.8583984,12310074.0,9674511.0,15122039.0,0.002693176,96411.0,196697.0,2012-04-01 18:00:00,2012-04-01,18
2012-04-01 09:00:00,0.000125,16.36,17.81,0.037684485,0.029418945,92612.3125,90.24661255,0.490281165,1.235286713,-1.177853584,285.8032227,12310074.0,10797860.0,15122039.0,0.002711296,0.0,0.0,2012-04-01 19:00:00,2012-04-01,19
2012-04-01 10:00:00,0.0,17.65,18.71,0.025690213,0.011390686,92644.75,92.21336365,0.359187603,0.301520348,-0.284934044,285.9343262,12310074.0,11945764.0,15122039.0,0.00272274,0.0,0.0,2012-04-01 20:00:00,2012-04-01,20
2012-04-01 11:00:00,0.0,18.88,18.69,0.015488788,0.00214386,92670.875,95.06582642,0.126989126,0.83586216,-0.788606644,284.5427246,12310074.0,13041543.0,15122167.0,0.002725601,0.0,128.0,2012-04-01 21:00:00,2012-04-01,21
2012-04-01 12:00:00,0.0,19.68,23.59,0.0,0.0,92653.5625,98.31025696,0.0,1.356128693,-0.303725243,283.9094238,12310074.0,14122645.0,15122167.0,0.002725601,0.0,0.0,2012-04-01 22:00:00,2012-04-01,22
2012-04-01 13:00:00,0.0,21.31,21.02,0.00087738,0.0,92626.875,98.67408752,0.38949585,0.77102375,0.351888657,283.7978516,12310074.0,15179486.0,15122167.0,0.002725601,0.0,0.0,2012-04-01 23:00:00,2012-04-01,23
2012-04-01 14:00:00,0.0,21.86,22.63,0.001831055,0.0,92588.125,99.25076294,0.665618897,-0.139635086,0.879676819,282.5222168,12310074.0,16231453.0,15122167.0,0.002725601,0.0,0.0,2012-04-02 00:00:00,2012-04-02,0
2012-04-01 15:00:00,0.0,22.24,22.03,0.002990723,0.0,92571.875,99.73233032,0.745727539,-0.350470543,1.300692558,281.6879883,12310074.0,17286720.0,15122167.0,0.002725601,0.0,0.0,2012-04-02 01:00:00,2012-04-02,1
2012-04-01 16:00:00,0.0,22.83,21.38,0.008956909,0.0,92563.0625,98.7205658,0.612854004,0.014811516,1.439965248,281.630127,12310074.0,18358240.0,15122167.0,0.002726078,0.0,0.0,2012-04-02 02:00:00,2012-04-02,2
2012-04-01 17:00:00,0.0,22.47,20.99,0.029754639,0.0,92541.5,96.81401062,0.494537354,-0.012447357,1.428580284,282.5622559,12310074.0,19519600.0,15122167.0,0.002730846,0.0,0.0,2012-04-02 03:00:00,2012-04-02,3
2012-04-01 18:00:00,0.0,22.07,20.65,0.049217224,0.0,92528.4375,96.37896729,0.570373535,-0.043327332,1.363690376,282.364502,12310074.0,20636736.0,15122167.0,0.00274086,0.0,0.0,2012-04-02 04:00:00,2012-04-02,4
2012-04-01 19:00:00,0.0,21.83,20.07,0.049125671,0.0,92556.5625,96.66183472,0.594116211,-0.04220295,1.343142509,282.3286133,12310074.0,21767152.0,15122167.0,0.002754211,0.0,0.0,2012-04-02 05:00:00,2012-04-02,5
2012-04-01 20:00:00,0.0,21.84,19.88,0.049636841,0.0,92570.3125,96.17845154,0.477081299,-0.226454735,1.388249397,281.9155273,12310074.0,22876032.0,15122167.0,0.002772808,0.0,0.0,2012-04-02 06:00:00,2012-04-02,6
2012-04-01 21:00:00,0.029,22.21,19.65,0.05796814,0.0,92588.5,96.61695862,0.509460449,0.050171852,1.058846474,282.5476074,12382705.0,23921040.0,15253525.0,0.00279665,72631.0,131358.0,2012-04-02 07:00:00,2012-04-02,7
2012-04-01 22:00:00,0.249625,22.98,20.25,0.054645538,0.0,92605.9375,93.5401001,0.450866699,-0.037291527,0.371912003,285.5561523,12953014.0,25079440.0,16020154.0,0.002820015,570309.0,766629.0,2012-04-02 08:00:00,2012-04-02,8
2012-04-01 23:00:00,0.2528,23.46,21.14,0.040546417,0.0,92595.0,78.7066803,0.607971191,-0.370661736,-0.354971886,287.9335938,14225384.0,26226432.0,17555696.0,0.00283289,1272370.0,1535542.0,2012-04-02 09:00:00,2012-04-02,9
2012-04-02 00:00:00,0.1542,27.74,29.25,0.04183197,0.0,92554.375,68.17610168,0.786148071,0.168397903,-0.754458427,289.7402344,15948681.0,27452784.0,19592496.0,0.002846718,1723297.0,2036800.0,2012-04-02 10:00:00,2012-04-02,10
2012-04-02 01:00:00,0.522925,26.55,26.19,0.089595795,0.0,92573.0625,72.44526672,0.735015869,0.837942123,-2.325688362,290.3027344,1306386.0,1308490.0,1839282.0,0.000141338,1306386.0,1839282.0,2012-04-02 11:00:00,2012-04-02,11
2012-04-02 02:00:00,0.74305,21.89,18.11,0.066978455,0.0,92502.125,63.37132263,0.609970093,1.525101662,-2.441175461,291.5786133,3120950.0,2638581.0,4149018.0,0.000210881,1814564.0,2309736.0,2012-04-02 12:00:00,2012-04-02,12
2012-04-02 03:00:00,0.80345,18.09,12.98,0.050376892,0.0,92431.875,56.71278381,0.626144409,1.654125214,-2.579784393,292.4353027,4869300.0,3941398.0,6392948.0,0.000230789,1748350.0,2243930.0,2012-04-02 13:00:00,2012-04-02,13
2012-04-02 04:00:00,0.734025,17.04,11.03,0.038402557,0.0,92360.1875,50.7828064,0.501831055,1.682058334,-2.630581856,293.2746582,6697204.0,5235036.0,8664947.0,0.000240743,1827904.0,2271999.0,2012-04-02 14:00:00,2012-04-02,14
2012-04-02 05:00:00,0.591475,15.59,10.4,0.026208878,0.0,92337.4375,47.99433899,0.41267395,1.522610664,-2.606218338,293.6428223,8293159.0,6511458.0,10612714.0,0.000240743,1595955.0,1947767.0,2012-04-02 15:00:00,2012-04-02,15
2012-04-02 06:00:00,0.374025,14.89,5.58,0.011608124,0.000202179,92338.8125,46.46351624,0.626647949,1.77025032,-2.443477631,293.6293945,9603327.0,7773990.0,12190378.0,0.000241488,1310168.0,1577664.0,2012-04-02 16:00:00,2012-04-02,16
