sample_day,actual_test_day_index,test_date,hour_idx,actual,ar_forecast,proposed_forecast
0,0,2013-02-26,0,0.084331984,0.1358407349331497,0.1500385376157977
0,0,2013-02-26,1,0.09902834,0.2949432387551059,0.32109594715001744
0,0,2013-02-26,2,0.312388664,0.494838868600328,0.5391564209790238
0,0,2013-02-26,3,0.376518219,0.6677956623413078,0.6944403466971375
0,0,2013-02-26,4,0.311983806,0.8011637812359578,0.7941616619138323
0,0,2013-02-26,5,0.349473684,0.8184560116686301,0.8442489338844684
0,0,2013-02-26,6,0.321801619,0.6862641190523798,0.7846650700559687
0,0,2013-02-26,7,0.304757085,0.5290573530882745,0.7034344393270635
0,0,2013-02-26,8,0.144433198,0.45026012881778,0.6595371168047266
0,0,2013-02-26,9,0.083441296,0.34791916786857124,0.5409087287539414
0,0,2013-02-26,10,0.010323887,0.1877581999008475,0.33544313035015544
0,0,2013-02-26,11,0.0,0.05277567704794158,0.13279449308840002
1,4,2013-03-02,0,0.146659919,0.11902482289975935,0.12476890682367901
1,4,2013-03-02,1,0.203562753,0.29192157009208786,0.29546648691870536
1,4,2013-03-02,2,0.240121457,0.44705799458659246,0.49215432577249235
1,4,2013-03-02,3,0.426700405,0.5588902598706134,0.6592645614076599
1,4,2013-03-02,4,0.674089069,0.7186706271925305,0.7970061548773547
1,4,2013-03-02,5,0.653846154,0.7898984568408232,0.8153355180784823
1,4,2013-03-02,6,0.701558704,0.6459269151440664,0.7769395609393768
1,4,2013-03-02,7,0.437510121,0.5595270057471825,0.7466769483902744
1,4,2013-03-02,8,0.247651822,0.42405912800749956,0.6143646439762861
1,4,2013-03-02,9,0.149574899,0.29383240649424713,0.5477702091409846
1,4,2013-03-02,10,0.054008097,0.1598269477636713,0.33775642021262553
1,4,2013-03-02,11,0.007449393,0.03863459283706004,0.1052372184017323
2,8,2013-03-06,0,0.078481781,0.1217410246806541,0.11269706714343056
2,8,2013-03-06,1,0.258987854,0.27676993691157437,0.2808175275300322
2,8,2013-03-06,2,0.526639676,0.4351675088581013,0.5017176488967581
2,8,2013-03-06,3,0.700182186,0.6162839942736661,0.6643590592413159
2,8,2013-03-06,4,0.802651822,0.7580882786275058,0.7864073616536612
2,8,2013-03-06,5,0.855526316,0.7922645586106416,0.8113255721821282
2,8,2013-03-06,6,0.855931174,0.5508142784624102,0.7406409538801461
2,8,2013-03-06,7,0.798906883,0.3712828062001913,0.6677693491361544
2,8,2013-03-06,8,0.670182186,0.3682715266524513,0.6403295210213271
2,8,2013-03-06,9,0.52340081,0.24262897404037276,0.5425424099201999
2,8,2013-03-06,10,0.278744939,0.12959306093641046,0.33029531818218105
2,8,2013-03-06,11,0.024817814,0.03148583371113602,0.1266174502739592
3,12,2013-03-10,0,0.128157895,0.1258550774072633,0.12041523132718013
3,12,2013-03-10,1,0.277955466,0.3048763429336373,0.24143181844435038
3,12,2013-03-10,2,0.413117409,0.4120960176222944,0.5024711985924959
3,12,2013-03-10,3,0.609109312,0.6225955678154946,0.6556929991348242
3,12,2013-03-10,4,0.543704453,0.7726471138289521,0.7794745681128938
3,12,2013-03-10,5,0.774817814,0.7033403144063777,0.7748039106116765
3,12,2013-03-10,6,0.646477733,0.46041830208540846,0.6058634694174896
3,12,2013-03-10,7,0.431882591,0.0,0.49383203316977625
3,12,2013-03-10,8,0.637368421,0.08666154574324636,0.5703422876643921
3,12,2013-03-10,9,0.392793522,0.025200760927727717,0.478050846312005
3,12,2013-03-10,10,0.033643725,0.0,0.28016310146231255
3,12,2013-03-10,11,0.010850202,0.0015463619805134929,0.14834454149085455
4,16,2013-03-14,0,0.091740891,0.12189701126342378,0.08873550397044536
4,16,2013-03-14,1,0.251255061,0.29332796960312807,0.21020499958826308
4,16,2013-03-14,2,0.50291498,0.49371000404929144,0.4882265885040218
4,16,2013-03-14,3,0.639777328,0.5857392192871185,0.6839363750701587
4,16,2013-03-14,4,0.612226721,0.8230384469756757,0.7700053995578351
4,16,2013-03-14,5,0.705769231,0.7798356422512849,0.8355402746363567
4,16,2013-03-14,6,0.80951417,0.6839144740972247,0.7197446272796695
4,16,2013-03-14,7,0.501963563,0.48318258266412395,0.6408758751197055
4,16,2013-03-14,8,0.494595142,0.2405987513675134,0.6256895785139153
4,16,2013-03-14,9,0.170931174,0.2877814850964804,0.539816340960491
4,16,2013-03-14,10,0.036538462,0.1279610817415941,0.3552643680278923
4,16,2013-03-14,11,0.000910931,0.03638825525257539,0.12755440017291875
5,20,2013-03-18,0,0.081902834,0.1245643386467096,0.08210317790234287
5,20,2013-03-18,1,0.307004049,0.25132649399943635,0.24255077479278753
5,20,2013-03-18,2,0.486396761,0.47947191744700385,0.5140019881745426
5,20,2013-03-18,3,0.693157895,0.624826077659096,0.6589220092255775
5,20,2013-03-18,4,0.820121457,0.7863794304612943,0.7615752216744779
5,20,2013-03-18,5,0.88159919,0.8289632601428196,0.8470865213420354
5,20,2013-03-18,6,0.879797571,0.5546009712115564,0.7217888315701297
5,20,2013-03-18,7,0.814271255,0.34784606108118,0.568196164793461
5,20,2013-03-18,8,0.706781377,0.24734467319138592,0.6468154585060382
5,20,2013-03-18,9,0.39937247,0.2027787015220779,0.5235799460821543
5,20,2013-03-18,10,0.129554656,0.08503695030133968,0.333346532168447
5,20,2013-03-18,11,0.001842105,0.007238936520025024,0.14212519172455798
6,24,2013-03-22,0,0.100060729,0.11995441158068215,0.1291824530415696
6,24,2013-03-22,1,0.283421053,0.27974224324858676,0.2560722079951186
6,24,2013-03-22,2,0.265688259,0.4734757248938536,0.5017502850981272
6,24,2013-03-22,3,0.583441296,0.4760979389046828,0.6251316555746435
6,24,2013-03-22,4,0.446376518,0.6341216351993846,0.786196829484151
6,24,2013-03-22,5,0.574453441,0.7540315495579527,0.8495840659656371
6,24,2013-03-22,6,0.704898785,0.6188162980830307,0.7473528054192068
6,24,2013-03-22,7,0.537955466,0.5636219237920291,0.655517838922177
6,24,2013-03-22,8,0.251174089,0.32027741474355625,0.5840198363917876
6,24,2013-03-22,9,0.460587045,0.20795843855359986,0.5203403536564147
6,24,2013-03-22,10,0.164777328,0.05595550006329894,0.3298244994562909
6,24,2013-03-22,11,0.000161943,0.0035593063878121695,0.10518773020295899
