TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228
2014-01-01 00:00:00,0.0,0.011119548,94395.5625,45.01292419,1.0,2.039287567,-2.337785721,296.5932617,33562560.0,28127568.0,36559392.0,7.98e-05
2014-01-01 01:00:00,0.030807495,0.038773283,94302.0,30.90986633,1.0,3.696643829,-1.778003693,298.9411621,3308981.0,1289465.0,3717553.0,0.0
2014-01-01 02:00:00,0.072738647,0.086512268,94333.875,25.31832886,1.0,4.751339912,-0.492028236,299.6486816,5985138.0,2587891.0,7014246.0,0.0
2014-01-01 03:00:00,0.07093811,0.146726549,94281.3125,22.60726929,1.0,4.386314392,-0.381575584,299.1816406,7691751.0,3930504.0,9611227.0,0.0
2014-01-01 04:00:00,0.187789917,0.289729893,94244.5,22.27577209,1.0,4.323616982,-0.527871132,298.609375,9007574.0,5303267.0,11830575.0,0.0
2014-01-01 05:00:00,0.163604736,0.393827736,94261.5,26.2578125,1.0,3.771688461,0.251362801,297.394043,9598226.0,6662227.0,13336883.0,0.0
2014-01-01 06:00:00,0.064880371,0.29291749,94126.875,25.14242554,1.0,1.219958305,-1.181089401,297.0405273,10159815.0,8066834.0,14657516.0,0.0
2014-01-01 07:00:00,0.101531982,0.223484635,94121.3125,27.56750488,1.0,1.040077209,-0.880537033,296.8237305,10663747.0,9419557.0,15692634.0,0.0
2014-01-01 08:00:00,0.16015625,0.134707272,93992.125,32.12408447,0.991674483,-0.117505074,-1.582461357,295.8937988,10901080.0,10785045.0,16277958.0,0.0
2014-01-01 09:00:00,0.005310059,0.087058723,93896.8125,31.93742371,1.0,0.44482708,-2.302522659,295.3205566,11011952.0,12132714.0,16541826.0,0.0
2014-01-01 10:00:00,0.000473022,0.136627376,93791.4375,28.41841125,1.0,1.40237236,-3.160079002,295.376709,11018412.0,13462073.0,16558128.0,0.0
2014-01-01 11:00:00,0.005187988,0.141058862,93770.875,25.03034973,0.99999994,2.082326889,-2.909013748,295.0288086,11018412.0,14751646.0,16558128.0,0.0
2014-01-01 12:00:00,0.090362549,0.183145583,93716.8125,20.09477234,0.99999994,2.656590462,-3.86909008,295.8122559,11018412.0,16087338.0,16558128.0,0.0
2014-01-01 13:00:00,0.027371947,0.16912204,93702.6875,19.7693634,1.0,3.611287117,-3.474280357,296.2539062,11018407.0,17447152.0,16558128.0,0.0
2014-01-01 14:00:00,0.023345947,0.167282999,93644.625,19.69569397,1.0,4.737533569,-3.326454163,296.916748,11018407.0,18825472.0,16558128.0,0.0
2014-01-01 15:00:00,0.043647766,0.186956465,93592.8125,20.41810608,1.000000954,4.378488541,-2.448317528,296.5219727,11018407.0,20160400.0,16558128.0,0.0
2014-01-01 16:00:00,0.169151306,0.242989898,93574.1875,22.62335205,1.000000954,5.155999184,-1.731311798,296.1037598,11018407.0,21492240.0,16558128.0,0.0
2014-01-01 17:00:00,0.364040017,0.284038782,93629.9375,23.39506531,0.999032557,4.650500298,-0.829553604,295.4348145,11018407.0,22806224.0,16558128.0,0.0
2014-01-01 18:00:00,0.021349367,0.170033097,93675.75,28.44387817,1.000000954,4.951043129,-1.339977264,294.3146973,11018407.0,24134192.0,16558128.0,0.0
2014-01-01 19:00:00,0.006225586,0.168608069,93664.375,45.5475769,1.000000954,4.753993034,-2.636528015,292.6599121,11018407.0,25473104.0,16558128.0,0.0
2014-01-01 20:00:00,0.000213623,0.102173209,93618.0,54.91572571,0.996637106,3.821229935,-2.13612175,292.3166504,11137880.0,26781504.0,16784592.0,0.0
2014-01-01 21:00:00,0.000808716,0.028761722,93614.375,56.30947876,0.563287258,4.07727623,-2.873260498,293.5002441,11686514.0,28097152.0,17596784.0,0.0
2014-01-01 22:00:00,0.001312256,0.019254684,93612.4375,52.74790955,0.671486974,5.673026085,-2.498652458,295.7756348,13065890.0,29403584.0,19370560.0,0.0
2014-01-01 23:00:00,0.005283356,0.05031395,93620.9375,47.99368286,0.835846186,6.656832695,-2.089676857,297.4890137,15319871.0,30717504.0,22009696.0,0.0
2014-01-02 00:00:00,0.01474762,0.1456604,93607.625,48.49824524,1.0,6.050507545,-1.913460732,298.442627,17829712.0,32061024.0,24985248.0,0.0
2014-01-02 01:00:00,0.003158569,0.159957588,93668.0,34.8134613,0.999999702,6.669280052,-1.065033913,299.7214355,2797473.0,1348074.0,3371882.0,0.0
2014-01-02 02:00:00,0.020019531,0.18309778,93667.1875,33.60507202,0.99999404,6.700592995,-0.945674896,299.7770996,5524706.0,2701342.0,6867487.0,0.0
2014-01-02 03:00:00,0.009033203,0.159009099,93675.0,34.32206726,0.999998152,6.571798325,-0.933657646,299.4360352,7890189.0,4067173.0,10083883.0,0.0
2014-01-02 04:00:00,0.019104004,0.131686449,93623.9375,34.99882507,0.999996007,6.128424644,-0.749206543,299.3391113,10134728.0,5445583.0,13098260.0,0.0
2014-01-02 05:00:00,0.021385193,0.154338837,93577.875,33.07139587,0.99999541,5.076105118,-0.265119553,299.3215332,12020351.0,6829937.0,15664639.0,0.0
2014-01-02 06:00:00,0.008026123,0.102218628,93536.25,30.88237,1.000003815,4.454734802,-0.184848785,299.2487793,13523724.0,8216774.0,17794320.0,0.0
2014-01-02 07:00:00,0.011764526,0.097132742,93514.9375,28.35017395,0.997316957,3.290822983,0.508821487,299.1293945,14619688.0,9589800.0,19365968.0,0.0
2014-01-02 08:00:00,0.023326874,0.105007589,93550.625,29.20245361,1.000003815,2.731209755,-0.108510017,298.4760742,15250177.0,10934750.0,20327264.0,0.0
2014-01-02 09:00:00,0.01651001,0.061609358,93602.75,32.27275085,0.97761184,1.907227516,-0.778796196,296.6889648,15441431.0,12260467.0,20676592.0,0.0
2014-01-02 10:00:00,0.017959595,0.073188365,93651.375,33.40328979,0.985299051,2.638096809,-1.363348007,295.7197266,15447940.0,13592761.0,20695024.0,0.0
